example_id,youtube_id,start_s,duration_s,caption,labels,audio_path,mel_path
00066_-cQ-jUTEgck,-cQ-jUTEgck,30.0,10.0,This is a live performance of a southern rock piece. There is an electric guitar playing a blues solo. There is a bass guitar playing in the background. The rhythm is being played by the acoustic drums. The atmosphere is groovy. This piece could be playing in the background at a rock bar.,"[""['southern rock'"", ""'blues rock'"", ""'live performance'"", ""'electric guitar'"", ""'guitar solo'"", ""'keyboard'"", ""'bass guitar'"", ""'acoustic drums'"", ""'groovy']""]",data/processed/musiccaps/audio/00066_-cQ-jUTEgck.wav,data/processed/musiccaps/mel/00066_-cQ-jUTEgck.npy
00067_-dVgUSrR8g4,-dVgUSrR8g4,30.0,10.0,"This song is a vigorous metal instrumental. The tempo is fast with intense drumming,  fiery electric guitar riff, amplified guitar rhythms and energetic keyboard accompaniment. The music is energetic, aggressive, youthful, spirited, goth, intense,psychedelic and trance like. This instrumental is Hard Rock/Metal.","[""['intense'"", ""'vigorous'"", ""'loud electric guitar feedback'"", ""'intense'"", ""'psychedelic'"", ""'trap'"", ""'trance'"", ""'hard rock'"", ""'enthusiastic'"", ""'energetic'"", ""'spirited'"", ""'hyper'"", ""'fast tempo'"", ""'goth rock'"", ""'heavy metal'"", ""'amplified guitar'"", ""'intense drumming'"", ""'chattering sounds'"", ""'scratching'"", ""'screeching'"", ""'vigorous keyboard']""]",data/processed/musiccaps/audio/00067_-dVgUSrR8g4.wav,data/processed/musiccaps/mel/00067_-dVgUSrR8g4.npy
00068_-e4wXAy1iVo,-e4wXAy1iVo,0.0,10.0,Two female voices are singing in harmony to a ukulele strumming chords. One of the voices is deeper and the other one higher. This song may be jamming together at home.,"[""['pop'"", ""'ukulele'"", ""'female voices singing'"", ""'harmony'"", ""'amateur recording'"", ""'medium to uptempo']""]",data/processed/musiccaps/audio/00068_-e4wXAy1iVo.wav,data/processed/musiccaps/mel/00068_-e4wXAy1iVo.npy
00069_-eDAoheZrY8,-eDAoheZrY8,30.0,10.0,"The song is an instrumental. The song is slow tempo with building crescendo , string section harmony, horn section, drums playing steadily and piano accompaniment. The song is suspenseful and builds anticipation. The song is a movie soundtrack and has an average audio quality.","[""['movie soundtrack'"", ""'philharmonic orchestra'"", ""'crescendo'"", ""'booming lower harmony'"", ""'average audio quality'"", ""'tense'"", ""'sci-fi music'"", ""'string section harmony'"", ""'suspenseful music'"", ""'horn section'"", ""'drums playing slowly'"", ""'instrumental music'"", ""'mysterious'"", ""'science fiction'"", ""'exploring dangerous territory'"", ""'tuba'"", ""'building tension']""]",data/processed/musiccaps/audio/00069_-eDAoheZrY8.wav,data/processed/musiccaps/mel/00069_-eDAoheZrY8.npy
00070_-f1DNyngKVY,-f1DNyngKVY,30.0,10.0,This is an instrumental sitar music piece. The sitar is being played at a medium-to-high range. There is a calming and relaxing atmosphere to this piece. This piece can be used in the background of a meditation video. It could also be played during a meditation session at a course.,"[""['sitar'"", ""'no singer'"", ""'instrumental'"", ""'single instrument'"", ""'medium-to-high range'"", ""'transcendental'"", ""'relaxing'"", ""'calming'"", ""'meditation']""]",data/processed/musiccaps/audio/00070_-f1DNyngKVY.wav,data/processed/musiccaps/mel/00070_-f1DNyngKVY.npy
00071_-f6s6kQEHFY,-f6s6kQEHFY,0.0,10.0,This slow ballad features a female voice singing the main melody. This is accompanied by a repetitive piano melody. The bass plays the root notes of the chords in staccato style in eighth note patterns. Synth horns play in the background at different pitches. The song has an ambient and ethereal feel. The mood of the song is haunting. This song can be played in a sad scene in a movie.,"[""['slow pop'"", ""'ethereal song'"", ""'ambient sounds'"", ""'no lyrics'"", ""'female voice'"", ""'autotune voice'"", ""'piano song'"", ""'synth sounds'"", ""'slow tempo'"", ""'bass'"", ""'no percussion'"", ""'haunting melody']""]",data/processed/musiccaps/audio/00071_-f6s6kQEHFY.wav,data/processed/musiccaps/mel/00071_-f6s6kQEHFY.npy
00072_-fxh7jAJR8U,-fxh7jAJR8U,70.0,10.0,"Male singers sing this vocal harmony. The tempo is medium with a steady drumming rhythm, various percussion tones, keyboard accompaniment, steady bass line and tambourine percussion. The song is soothing and romantic. The song is a retro pop hit.","[""['boy band'"", ""'male singers'"", ""'vocal harmony'"", ""'retro pop hits'"", ""'singing parts'"", ""'medium tempo'"", ""'keyboard accompaniment'"", ""'steady drumming rhythm'"", ""'steady bass line'"", ""'tambourine percussions'"", ""'love song'"", ""'romantic'"", ""'passionate'"", ""'groovy music'"", ""'inspiring'"", ""'spirited'"", ""'soothing'"", ""'relaxing'"", ""'comforting'"", ""'bells percussions']""]",data/processed/musiccaps/audio/00072_-fxh7jAJR8U.wav,data/processed/musiccaps/mel/00072_-fxh7jAJR8U.npy
00073_-hSMzrWZCAE,-hSMzrWZCAE,30.0,10.0,The pop rock music features a male voice singing. An electric guitar with a distortion effect on plays plays two chords every two measures. The drums play a strong rhythm and together with a synth bass drive the pulse of the music.,"[""['male voice'"", ""'electric guitar'"", ""'distortion effect'"", ""'drums'"", ""'synth bass'"", ""'pop rock genre']""]",data/processed/musiccaps/audio/00073_-hSMzrWZCAE.wav,data/processed/musiccaps/mel/00073_-hSMzrWZCAE.npy
00074_-hYRFCQdbLg,-hYRFCQdbLg,30.0,10.0,"The Low quality recording features an upbeat instrumental playing in the background on some kind of speaker, while a loud marimba melody is played over it. It kind of sounds off beat, also the sound is mostly located in the left channel of the stereo image, which makes the recording imbalanced and low in quality.","[""['upbeat instrumental'"", ""'loud marimba melody'"", ""'noisy'"", ""'low quality']""]",data/processed/musiccaps/audio/00074_-hYRFCQdbLg.wav,data/processed/musiccaps/mel/00074_-hYRFCQdbLg.npy
00075_-i9gpG3vPwA,-i9gpG3vPwA,30.0,10.0,"This audio clip is an electronic instrumental of two different tracks with medium fast tempo. The first tempo has an amplified piano playing an emphatic harmony along with digital drums. The second track has emphatic digital drums and electronic /synthesised music arrangement. Both the tracks are melodious, pleasant, harmonic, futuristic, captivating and engaging with a dance groove.","[""['instrumental'"", ""'two tracks'"", ""'electronic music'"", ""'harmonic'"", ""'futuristic'"", ""'engaging'"", ""'captivating'"", ""'dance groove'"", ""'electro pop'"", ""'unrelated tracks'"", ""'synthesiser articulation'"", ""'funky drumming'"", ""'enthusiastic digital drum rhythm'"", ""'keyboard harmony'"", ""'dance pop'"", ""'edm'"", ""'pleasant'"", ""'ambient'"", ""'amplified paino'"", ""'surround sound']""]",data/processed/musiccaps/audio/00075_-i9gpG3vPwA.wav,data/processed/musiccaps/mel/00075_-i9gpG3vPwA.npy
00076_-i9uQMysy_A,-i9uQMysy_A,80.0,10.0,"This audio clip is of a male vocalist beat boxing. The tempo is fast with the vocalist mimicking vigorous drumming, drum machine rhythms, turn table and other percussions.the rhythm is vigorous, energetic and tireless.","[""['beat boxing'"", ""'vocal percussion'"", ""'mimicking drum machines'"", ""'vocal percussion simulation'"", ""'vocal sound effects'"", ""'rap'"", ""'hip hop'"", ""'vocalisation'"", ""'rapid'"", ""'vigorous drumming sound'"", ""'digital drum sounds'"", ""'vocal turn table'"", ""'vigorous'"", ""'tireless'"", ""'energetic'"", ""'vocal drum machine']""]",data/processed/musiccaps/audio/00076_-i9uQMysy_A.wav,data/processed/musiccaps/mel/00076_-i9uQMysy_A.npy
00077_-jpbCWcz2pk,-jpbCWcz2pk,30.0,10.0,This is a comedic hip-hop music piece. There is a male vocal rapping in the lead. The melody in the beat is being played by the piano and the electric guitar while a bass guitar plays in the background. The rhythm is provided by an electronic drum beat. The piece has an amusing aura to it. It could be used in the background of funny social media content.,"[""['comedy'"", ""'hip-hop'"", ""'male vocal'"", ""'rapping'"", ""'piano'"", ""'electric guitar'"", ""'bass guitar'"", ""'electronic drums'"", ""'funny'"", ""'amusing'"", ""'hip']""]",data/processed/musiccaps/audio/00077_-jpbCWcz2pk.wav,data/processed/musiccaps/mel/00077_-jpbCWcz2pk.npy
00079_-lPXTBXa0tE,-lPXTBXa0tE,30.0,10.0,The song is an instrumental. The song is medium tempo played by a solo guitarist on a vintage super tone with an exquisite tone. The song is emotional and passionate. The song has poor audio quality.,"[""['bad audio quality'"", ""'vintage guitar tone'"", ""'passionate'"", ""'spirited'"", ""'guitar demo'"", ""'soloist'"", ""'antique guitar'"", ""'youtube music class'"", ""'master class'"", ""'buzzing noise'"", ""'instrumental music'"", ""'ambient room noise'"", ""'bad audio quality'"", ""'super tone unique tone'"", ""'melancholic'"", ""'country music'"", ""'medium tempo'"", ""'rich country traditions']""]",data/processed/musiccaps/audio/00079_-lPXTBXa0tE.wav,data/processed/musiccaps/mel/00079_-lPXTBXa0tE.npy
00080_-m5ZlWziIeA,-m5ZlWziIeA,200.0,10.0,This amateur recording features a vinyl scratch being played on a DJ console. This is accompanied by programmed percussion playing a simple beat at a fast tempo. The hi-hat is struck in eighth notes. The snare and kick are played in a unique pattern. A synth plays a two-note lick at different intervals. Other instruments are not audible as the audio quality is low.,"[""['amateur recording'"", ""'vinyl scratching'"", ""'programmed percussion'"", ""'bass'"", ""'synth sounds'"", ""'moderate tempo'"", ""'male voice'"", ""'dj song']""]",data/processed/musiccaps/audio/00080_-m5ZlWziIeA.wav,data/processed/musiccaps/mel/00080_-m5ZlWziIeA.npy
00081_-m9pH0WXQto,-m9pH0WXQto,110.0,10.0,"The Electro Pop song features a flat female vocal, occasionally supported by wide background female doubling vocals, singing over quiet drums, groovy and boomy bass, arpeggiated synth melody and some sound effects of the airplane and the explosion. In the second part, the drums cut through the mix more, therefore they are more audible, while the new elements appear, including shimmering bells and simple hi hats. Sounds like a low quality recording, especially because of that first part of the loop.","[""['electro pop'"", ""'low quality'"", ""'flat female vocal'"", ""'wide background female doubling vocals'"", ""'airplane sound effect'"", ""'explosion sound effect'"", ""'arpeggiated synth melody'"", ""'shimmering tinny bells melody'"", ""'energetic muffled crash cymbals'"", ""'quiet drums'"", ""'boomy groovy bass'"", ""'simple hi hats'"", ""'4 on the floor kick'"", ""'claps']""]",data/processed/musiccaps/audio/00081_-m9pH0WXQto.wav,data/processed/musiccaps/mel/00081_-m9pH0WXQto.npy
00082_-mA_bqD1tgU,-mA_bqD1tgU,30.0,10.0,"The low quality recording features a folk song that consists of a wooden percussion, groovy bass, breathy flute melody, groovy piano melody, shimmering shakers and sustained strings melody. It sounds passionate, joyful and happy.","[""['low quality'"", ""'folk'"", ""'wooden percussions'"", ""'groovy bass'"", ""'breathy flute melody'"", ""'groovy piano melody'"", ""'sustained strings melody'"", ""'shimmering shakers'"", ""'passionate'"", ""'happy'"", ""'joyful']""]",data/processed/musiccaps/audio/00082_-mA_bqD1tgU.wav,data/processed/musiccaps/mel/00082_-mA_bqD1tgU.npy
00083_-mB_XLq6g1g,-mB_XLq6g1g,30.0,10.0,This audio contains an acoustic drum playing a groove along with a simple bassline. Trumpets are playing a melody that sounds out of tune and all over the place while a kids voice is streaming and you can hear some aggressive clicking sounds. This song may be playing for a parody video.,"[""['amateur recording'"", ""'kids voice streaming'"", ""'trumpets'"", ""'acoustic drums'"", ""'e-bass'"", ""'out of tune'"", ""'parody'"", ""'medium to uptempo']""]",data/processed/musiccaps/audio/00083_-mB_XLq6g1g.wav,data/processed/musiccaps/mel/00083_-mB_XLq6g1g.npy
00084_-nlkWWphiaM,-nlkWWphiaM,30.0,10.0,"The low quality recording features a live performance that consists of fruity male vocal singing over accordion melody, acoustic rhythm guitar chords and shimmering bells. It sounds emotional and hopeful. The recording is a bit noisy and in mono, as it was probably recorded with a phone.","[""['low quality'"", ""'live performance'"", ""'fruity male vocal'"", ""'accordion melody'"", ""'acoustic rhythm guitar'"", ""'shimmering bells'"", ""'emotional'"", ""'hopeful'"", ""'mono'"", ""'noisy']""]",data/processed/musiccaps/audio/00084_-nlkWWphiaM.wav,data/processed/musiccaps/mel/00084_-nlkWWphiaM.npy
00085_-o0ZtQIkM60,-o0ZtQIkM60,30.0,10.0,This is a video game theme. There is a cinematic string sound playing the melody while the wind sound effect implies there is a snowstorm. A male choir starts singing alongside orchestral percussive elements. There is an epic atmosphere. This piece could fit well in the soundtrack of a thriller video game where there is a face-off about to happen.,"[""['video game theme'"", ""'cinematic strings'"", ""'wind sound effect'"", ""'male choir'"", ""'percussion'"", ""'epic'"", ""'dramatic'"", ""'tension']""]",data/processed/musiccaps/audio/00085_-o0ZtQIkM60.wav,data/processed/musiccaps/mel/00085_-o0ZtQIkM60.npy
00086_-oP-XX28B0s,-oP-XX28B0s,30.0,10.0,"A male singer sings this cool hip hop love song with backup singers in vocal harmony. The tempo is medium with keyboard accompaniment, piano accompaniment, steady drumming rhythm, clapping percussion and other sonic effects. The song is emotional and romantic with a cool dance  groove,","[""['male singer'"", ""'hip hop music'"", ""'backup singers'"", ""'live performance'"", ""'live audience'"", ""'super hits'"", ""'piano accompaniment'"", ""'groovy bass line'"", ""'steady drumming line'"", ""'slick drumming rhythm'"", ""'emotional'"", ""'romantic'"", ""'passionate'"", ""'together forever'"", ""'love song'"", ""'hip hop hits'"", ""'groovy rhythm'"", ""'dance song'"", ""'hip hops love song'"", ""'clapping rhythm']""]",data/processed/musiccaps/audio/00086_-oP-XX28B0s.wav,data/processed/musiccaps/mel/00086_-oP-XX28B0s.npy
00087_-pUfYFcsgG4,-pUfYFcsgG4,0.0,10.0,This recording contains environmental sounds such as birds singing. Then bells start playing a melody with a long release time. This is an amateur recording. This song may be playing outside in a park at a fixed time.,"[""['amateur recording'"", ""'bell sounds'"", ""'birds singing']""]",data/processed/musiccaps/audio/00087_-pUfYFcsgG4.wav,data/processed/musiccaps/mel/00087_-pUfYFcsgG4.npy
00088_-qcTD2o6I9s,-qcTD2o6I9s,30.0,10.0,The kick is playing on every beat along with a fast paced high hat and a snare sound. The digital bass is adding some spice and sounds overdriven. Pad sounds can be heard in the background while a synth lead sound is playing a simple repetitive melody. A male voice is rapping/singing. A lot of backing vocals with delay are adding energy to the mix. This song may be playing in a car.,"[""['techno/pop'"", ""'digital drums'"", ""'synth lead'"", ""'organ'"", ""'pad sounds'"", ""'male voice singing/rapping'"", ""'backing vocals'"", ""'fast tempo']""]",data/processed/musiccaps/audio/00088_-qcTD2o6I9s.wav,data/processed/musiccaps/mel/00088_-qcTD2o6I9s.npy
00089_-r2-9oyIzkQ,-r2-9oyIzkQ,30.0,10.0,"The Romance song features an electric guitar lick, low toms roll and soft crash cymbal, followed by emotional piano chord progression and wide background crowd screams, as the passionate male vocal sings over it. Judging by the crowd sound effect, it seems that this is a live performance. Sounds emotional, passionate, heartfelt and romantic.","[""['romance'"", ""'wide background crowd screaming'"", ""'electric guitar lick'"", ""'emotional piano chord progression'"", ""'passionate male vocal'"", ""'low tom roll'"", ""'soft crash cymbal'"", ""'heartfelt'"", ""'romantic'"", ""'emotional'"", ""'passionate']""]",data/processed/musiccaps/audio/00089_-r2-9oyIzkQ.wav,data/processed/musiccaps/mel/00089_-r2-9oyIzkQ.npy
00090_-r7iz-9v9bA,-r7iz-9v9bA,30.0,10.0,This song features a female voice singing in opera style using only vocables and no words. This is accompanied by violins playing eighth note patterns that change according to the chords being played. The bass follows the root notes of the chords. A muted guitar or string instrument plays arpeggiated chords. This song can be played in a fantasy game.,"[""['opera song'"", ""'symphonic'"", ""'female voice'"", ""'string section'"", ""'bass'"", ""'muted guitar'"", ""'fantasy song'"", ""'slow tempo']""]",data/processed/musiccaps/audio/00090_-r7iz-9v9bA.wav,data/processed/musiccaps/mel/00090_-r7iz-9v9bA.npy
00091_-rAhS48FkYw,-rAhS48FkYw,30.0,10.0,"The low quality recording features a pop song that consists of a passionate male vocal singing over mellow kick hits, shimmering hi hats, wide electric guitar melody, syncopated snare and wooden percussion. The first half of the loop does not consist of the vocal, snare and hi hats. It sounds happy, fun and joyful.","[""['low quality'"", ""'pop'"", ""'passionate male vocal'"", ""'happy'"", ""'fun'"", ""'joyful'"", ""'mellow kick hits'"", ""'shimmering hi hats'"", ""'wide electric guitar melody'"", ""'wooden percussions'"", ""'syncopated snare']""]",data/processed/musiccaps/audio/00091_-rAhS48FkYw.wav,data/processed/musiccaps/mel/00091_-rAhS48FkYw.npy
00092_-sRFfU8k0Zs,-sRFfU8k0Zs,90.0,10.0,"This is an Arabic movie music piece. It is an instrumental piece. There is a clarinet playing a vague melody. The sound of knives being rubbed against one another can be heard. There is an ominous, terrifying atmosphere. This piece could be used in the soundtrack of a horror movie to imply the feeling of hopelessness.","[""['movie music'"", ""'arabic'"", ""'instrumental'"", ""'clarinet'"", ""'sound effects'"", ""'knives'"", ""'horror'"", ""'terrifying'"", ""'ominous'"", ""'hopeless']""]",data/processed/musiccaps/audio/00092_-sRFfU8k0Zs.wav,data/processed/musiccaps/mel/00092_-sRFfU8k0Zs.npy
00094_-tKZOl4q1Kw,-tKZOl4q1Kw,20.0,10.0,"The clip just contains a high pitched synth melody. The motif keeps going higher in pitch, and then eventually a riser comes in. The combination of these two factors creates a sense of build-up to a climactic moment.","[""['high pitched synth'"", ""'riser'"", ""'fuzzy synth'"", ""'motif'"", ""'synth melody']""]",data/processed/musiccaps/audio/00094_-tKZOl4q1Kw.wav,data/processed/musiccaps/mel/00094_-tKZOl4q1Kw.npy
00095_-taO6N-rxv4,-taO6N-rxv4,30.0,10.0,This is a rock music piece playing in the background of a tutorial video. There is an electric guitar playing a simple tune as the lead while another provides a rhythmic backing by playing the same note repeatedly in rapid procession. There is an acoustic drum beat playing. There are water sound effects related to the video. The piece has a generic feeling. It does not evoke much excitement. It could be used as a jingle for an advertisement or in the background of an instructive video.,"[""['rock music'"", ""'tutorial'"", ""'electric guitar'"", ""'acoustic drums'"", ""'sound effects'"", ""'underwater'"", ""'loud'"", ""'generic'"", ""'common sounding']""]",data/processed/musiccaps/audio/00095_-taO6N-rxv4.wav,data/processed/musiccaps/mel/00095_-taO6N-rxv4.npy
00096_-tmY1GEH3_Y,-tmY1GEH3_Y,30.0,10.0,"The low quality recording features a pop song that consists of an echoing male vocal singing over punchy kick and snare hits, shimmering hi hats, metallic percussions, synth lead melody, synth pad chords and groovy synth bass. It sounds energetic, nostalgic and exciting - like something you would hear in clubs during the 80s.","[""['low quality'"", ""'pop'"", ""'echoing male vocal'"", ""'punchy snare'"", ""'shimmering hi hats'"", ""'punchy kick'"", ""'metallic percussions'"", ""'synth lead melody'"", ""'synth pad chords'"", ""'groovy synth bass'"", ""'energetic'"", ""'exciting'"", ""'nostalgic']""]",data/processed/musiccaps/audio/00096_-tmY1GEH3_Y.wav,data/processed/musiccaps/mel/00096_-tmY1GEH3_Y.npy
00098_-uaTK8sa5Ms,-uaTK8sa5Ms,10.0,10.0,An acoustic drum set is playing a 16th note rhythm using the edge of his snare and a hihat sound opening and closing. A banjo is playing a fast melody along with a violin/viola playing the same melody. An upright bass is playing a walking bassline. This song may be playing in a funny tv-show.,"[""['country'"", ""'banjo'"", ""'acoustic piano'"", ""'violin'"", ""'upright bass'"", ""'uptempo']""]",data/processed/musiccaps/audio/00098_-uaTK8sa5Ms.wav,data/processed/musiccaps/mel/00098_-uaTK8sa5Ms.npy
00099_-v5hgCh3M2w,-v5hgCh3M2w,30.0,10.0,"The Soft Rock song features a passionate female vocalist singing over a wide electric guitar melody, punchy snare, soft kick hits, groovy bass guitar and shimmering hi-hats. It sounds sad, emotional and passionate - like something you would listen to on a day you are feeling down.","[""['soft rock'"", ""'passionate female vocal'"", ""'wide electric guitar melody'"", ""'punchy snare'"", ""'shimmering hi hats'"", ""'soft kick hits'"", ""'groovy bass guitar'"", ""'sad'"", ""'emotional'"", ""'passionate']""]",data/processed/musiccaps/audio/00099_-v5hgCh3M2w.wav,data/processed/musiccaps/mel/00099_-v5hgCh3M2w.npy
